ano_calendario,idade,coorte_nascimento,qx_projetado,improvement_anual_pct,improvement_acumulado_pct,modelo_origem
2022,52,1970,0.0024357,53.6614,53.6614,Baseline
2022,53,1969,0.0027085,52.3423,52.3423,Baseline
2022,54,1968,0.0030499,50.3244,50.3244,Baseline
2022,55,1967,0.0031854,51.8949,51.8949,Baseline
2022,56,1966,0.0033944,52.3804,52.3804,Baseline
2022,57,1965,0.0038767,49.3852,49.3852,Baseline
2022,58,1964,0.0041202,49.8912,49.8912,Baseline
2022,59,1963,0.0045873,48.0656,48.0656,Baseline
2022,60,1962,0.0049537,47.9319,47.9319,Baseline
2022,61,1961,0.0052187,49.3214,49.3214,Baseline
2022,62,1960,0.0056221,49.8478,49.8478,Baseline
2022,63,1959,0.0062843,48.7749,48.7749,Baseline
2022,64,1958,0.0066001,50.9763,50.9763,Baseline
2022,65,1957,0.0070409,52.2712,52.2712,Baseline
2022,66,1956,0.0076502,52.4089,52.4089,Baseline
2022,67,1955,0.0083702,51.7833,51.7833,Baseline
2022,68,1954,0.00905,51.2664,51.2664,Baseline
2022,69,1953,0.0100097,49.2752,49.2752,Baseline
2022,70,1952,0.0113676,45.6935,45.6935,Baseline
2023,20,2003,0.0004014,45.2259,69.998,Baseline
2023,21,2002,0.0004009,46.5602,71.4419,Baseline
2023,22,2001,0.0004121,46.5277,71.4071,Baseline
2023,23,2000,0.0004054,47.4815,72.4181,Baseline
2023,24,1999,0.0004671,44.1455,68.8028,Baseline
2023,25,1998,0.0004345,46.675,71.5644,Baseline
2023,26,1997,0.000439,46.9447,71.8513,Baseline
2023,27,1996,0.0004343,47.6844,72.6308,Baseline
2023,28,1995,0.0005012,44.1686,68.8285,Baseline
2023,29,1994,0.0004907,44.9993,69.7492,Baseline
2023,30,1993,0.0005344,42.8104,67.2935,Baseline
2023,31,1992,0.000502,44.8042,69.5343,Baseline
2023,32,1991,0.000576,41.2634,65.5001,Baseline
2023,33,1990,0.0005594,42.6953,67.1617,Baseline
2023,34,1989,0.0006399,39.5692,63.4812,Baseline
2023,35,1988,0.0006633,39.5904,63.5068,Baseline
2023,36,1987,0.0007678,36.4276,59.5855,Baseline
2023,37,1986,0.000774,37.7632,61.2658,Baseline
2023,38,1985,0.0008226,37.5907,61.0508,Baseline
2023,39,1984,0.0008672,37.7758,61.2815,Baseline
2023,40,1983,0.0009272,37.5711,61.0263,Baseline
2023,41,1982,0.0009905,37.4077,60.822,Baseline
2023,42,1981,0.0011382,34.8948,57.6131,Baseline
2023,43,1980,0.0011723,35.8614,58.8624,Baseline
2023,44,1979,0.0013956,32.0521,53.8309,Baseline
2023,45,1978,0.0015718,30.0007,51.001,Baseline
2023,46,1977,0.0015674,32.2053,54.0388,Baseline
2023,47,1976,0.0016903,31.819,53.5135,Baseline
2023,48,1975,0.0018102,31.7905,53.4747,Baseline
2023,49,1974,0.0019983,30.8477,52.1796,Baseline
2023,50,1973,0.0021146,31.4673,53.0327,Baseline
2023,51,1972,0.0023735,30.1302,51.182,Baseline
2023,52,1971,0.0024059,32.3454,54.2286,Baseline
2023,53,1970,0.0026838,31.2813,52.7774,Baseline
2023,54,1969,0.0030358,29.6821,50.5539,Baseline
2023,55,1968,0.0031493,31.0362,52.4399,Baseline
2023,56,1967,0.0033483,31.4635,53.0275,Baseline
2023,57,1966,0.0038574,29.0337,49.6378,Baseline
2023,58,1965,0.0040896,29.4759,50.2635,Baseline
2023,59,1964,0.0045788,28.0015,48.1622,Baseline
2023,60,1963,0.0049249,28.0517,48.2344,Baseline
2023,61,1962,0.0051719,29.1311,49.776,Baseline
2023,62,1961,0.0055585,29.5834,50.415,Baseline
2023,63,1960,0.0062436,28.6602,49.1063,Baseline
2023,64,1959,0.0065184,30.4174,51.5827,Baseline
2023,65,1958,0.0069343,31.4386,52.9933,Baseline
2023,66,1957,0.0075287,31.564,53.1652,Baseline
2023,67,1956,0.0082472,31.0737,52.4916,Baseline
2023,68,1955,0.0088662,30.9031,52.2562,Baseline
2023,69,1954,0.0098244,29.4409,50.2141,Baseline
2023,70,1953,0.0112142,26.8058,46.4261,Baseline
2024,20,2004,0.000399,33.1889,70.1774,Baseline
2024,21,2003,0.0004009,34.1469,71.4419,Baseline
2024,22,2002,0.0004121,34.1202,71.4071,Baseline
2024,23,2001,0.0004007,35.1564,72.7353,Baseline
2024,24,2000,0.0004671,32.1778,68.8028,Baseline
2024,25,1999,0.0004343,34.255,71.5823,Baseline
2024,26,1998,0.0004339,34.7195,72.1804,Baseline
2024,27,1997,0.0004296,35.3102,72.9288,Baseline
2024,28,1996,0.0005012,32.1965,68.8285,Baseline
2024,29,1995,0.000488,32.9937,69.9153,Baseline
2024,30,1994,0.0005342,31.1098,67.3056,Baseline
2024,31,1993,0.0004945,33.0516,69.9931,Baseline
2024,32,1992,0.0005693,30.1342,65.8969,Baseline
2024,33,1991,0.0005513,31.3425,67.6359,Baseline
2024,34,1990,0.0006327,28.7906,63.8913,Baseline
2024,35,1989,0.0006545,28.8587,63.9947,Baseline
2024,36,1988,0.000763,26.2193,59.8368,Baseline
2024,37,1987,0.0007685,27.2781,61.5412,Baseline
2024,38,1986,0.0008123,27.2769,61.5392,Baseline
2024,39,1985,0.0008547,27.4658,61.8383,Baseline
2024,40,1984,0.0009119,27.3607,61.6721,Baseline
2024,41,1983,0.0009744,27.2254,61.4575,Baseline
2024,42,1982,0.00113,25.0627,57.9183,Baseline
2024,43,1981,0.0011571,25.9506,59.3964,Baseline
2024,44,1980,0.0013945,22.7301,53.865,Baseline
2024,45,1979,0.0015718,21.1632,51.001,Baseline
2024,46,1978,0.0015632,22.8955,54.1606,Baseline
2024,47,1977,0.0016766,22.7433,53.8886,Baseline
2024,48,1976,0.0017897,22.8058,54.0004,Baseline
2024,49,1975,0.0019837,21.9912,52.5287,Baseline
2024,50,1974,0.0020968,22.487,53.4281,Baseline
2024,51,1973,0.0023647,21.3579,51.3632,Baseline
2024,52,1972,0.0023765,23.2494,54.7888,Baseline
2024,53,1971,0.0026593,22.3654,53.2086,Baseline
2024,54,1970,0.0030218,21.0461,50.7823,Baseline
2024,55,1969,0.0031136,22.2385,52.9788,Baseline
2024,56,1968,0.0033028,22.6191,53.6659,Baseline
2024,57,1967,0.0038381,20.5713,49.8891,Baseline
2024,58,1966,0.0040592,20.9663,50.633,Baseline
2024,59,1965,0.0045702,19.719,48.2586,Baseline
2024,60,1964,0.0048963,19.8623,48.5352,Baseline
2024,61,1963,0.0051255,20.75,50.2265,Baseline
2024,62,1962,0.0054956,21.1497,50.9758,Baseline
2024,63,1961,0.0062032,20.3324,49.4356,Baseline
2024,64,1960,0.0064378,21.8015,52.1816,Baseline
2024,65,1959,0.0068294,22.6406,53.7045,Baseline
2024,66,1958,0.007409,22.7549,53.9094,Baseline
2024,67,1957,0.0081261,22.3548,53.1895,Baseline
2024,68,1956,0.0086861,22.375,53.2259,Baseline
2024,69,1955,0.0096425,21.2355,51.1356,Baseline
2024,70,1954,0.0110629,19.1491,47.1488,Baseline
2025,20,2005,0.0003966,26.2121,70.3558,Baseline
2025,21,2004,0.0004009,26.8975,71.4419,Baseline
2025,22,2003,0.0004121,26.8753,71.4071,Baseline
2025,23,2002,0.0003961,27.9482,73.0488,Baseline
2025,24,2001,0.0004671,25.2642,68.8028,Baseline
2025,25,2000,0.000434,26.999,71.6002,Baseline
2025,26,1999,0.0004288,27.5879,72.5056,Baseline
2025,27,1998,0.0004249,28.0654,73.2236,Baseline
2025,28,1997,0.0005012,25.2796,68.8285,Baseline
2025,29,1996,0.0004854,26.0414,70.0804,Baseline
2025,30,1995,0.000534,24.3902,67.3177,Baseline
2025,31,1994,0.000487,26.2677,70.445,Baseline
2025,32,1993,0.0005628,23.8021,66.289,Baseline
2025,33,1992,0.0005433,24.8487,68.1032,Baseline
2025,34,1991,0.0006256,22.7005,64.2968,Baseline
2025,35,1990,0.0006457,22.7977,64.4761,Baseline
2025,36,1989,0.0007583,20.516,60.0866,Baseline
2025,37,1988,0.0007631,21.3907,61.8147,Baseline
2025,38,1987,0.0008021,21.4973,62.0215,Baseline
2025,39,1986,0.0008424,21.6869,62.387,Baseline
2025,40,1985,0.0008968,21.6454,62.3072,Baseline
2025,41,1984,0.0009586,21.5289,62.0826,Baseline
2025,42,1983,0.0011219,19.6032,58.2213,Baseline
2025,43,1982,0.0011421,20.4349,59.9234,Baseline
2025,44,1981,0.0013935,17.6,53.8992,Baseline
2025,45,1980,0.0015718,16.3344,51.001,Baseline
2025,46,1979,0.0015591,17.7716,54.2821,Baseline
2025,47,1978,0.0016631,17.762,54.2607,Baseline
2025,48,1977,0.0017695,17.8789,54.5202,Baseline
2025,49,1976,0.0019692,17.1462,52.8752,Baseline
2025,50,1975,0.0020792,17.5648,53.8203,Baseline
2025,51,1974,0.0023559,16.567,51.5436,Baseline
2025,52,1973,0.0023474,18.2525,55.3422,Baseline
2025,53,1972,0.002635,17.4826,53.6358,Baseline
2025,54,1971,0.0030078,16.3382,51.0097,Baseline
2025,55,1970,0.0030784,17.4273,53.5115,Baseline
2025,56,1969,0.0032579,17.7777,54.2956,Baseline
2025,57,1968,0.003819,15.9689,50.1391,Baseline
2025,58,1967,0.004029,16.3339,50.9998,Baseline
2025,59,1966,0.0045617,15.227,48.3549,Baseline
2025,60,1965,0.0048678,15.4244,48.8342,Baseline
2025,61,1964,0.0050795,16.1948,50.673,Baseline
2025,62,1963,0.0054335,16.5613,51.5303,Baseline
2025,63,1962,0.0061631,15.8108,49.7627,Baseline
2025,64,1961,0.0063582,17.1014,52.7731,Baseline
2025,65,1960,0.0067261,17.827,54.405,Baseline
2025,66,1959,0.0072913,17.9338,54.6417,Baseline
2025,67,1958,0.0080067,17.5902,53.8771,Baseline
2025,68,1957,0.0085097,17.7239,54.1759,Baseline
2025,69,1956,0.0094641,16.7816,52.0401,Baseline
2025,70,1955,0.0109137,15.0254,47.8618,Baseline
2026,20,2006,0.0003942,21.681,70.533,Baseline
2026,21,2005,0.0004009,22.1702,71.4419,Baseline
2026,22,2004,0.0004121,22.1513,71.4071,Baseline
2026,23,2003,0.0003915,23.2442,73.3587,Baseline
2026,24,2002,0.0004671,20.7821,68.8028,Baseline
2026,25,2001,0.0004337,22.2665,71.6181,Baseline
2026,26,2000,0.0004238,22.9403,72.827,Baseline
2026,27,1999,0.0004203,23.3346,73.5152,Baseline
2026,28,1998,0.0005012,20.7952,68.8285,Baseline
2026,29,1997,0.0004827,21.5283,70.2447,Baseline
2026,30,1996,0.0005338,20.0478,67.3298,Baseline
2026,31,1995,0.0004797,21.8717,70.8901,Baseline
2026,32,1994,0.0005563,19.7307,66.6767,Baseline
2026,33,1993,0.0005355,20.6611,68.5638,Baseline
2026,34,1992,0.0006186,18.7992,64.6977,Baseline
2026,35,1991,0.0006371,18.916,64.9511,Baseline
2026,36,1990,0.0007536,16.8846,60.3349,Baseline
2026,37,1989,0.0007576,17.6318,62.0862,Baseline
2026,38,1988,0.0007921,17.8114,62.4978,Baseline
2026,39,1987,0.0008303,18.0008,62.9279,Baseline
2026,40,1986,0.0008819,18.0025,62.9318,Baseline
2026,41,1985,0.0009431,17.8992,62.6977,Baseline
2026,42,1984,0.0011138,16.1383,58.5221,Baseline
2026,43,1983,0.0011272,16.9302,60.4436,Baseline
2026,44,1982,0.0013925,14.3598,53.9333,Baseline
2026,45,1981,0.0015718,13.2963,51.001,Baseline
2026,46,1980,0.0015549,14.5353,54.4032,Baseline
2026,47,1979,0.0016497,14.6204,54.6298,Baseline
2026,48,1978,0.0017495,14.7731,55.0341,Baseline
2026,49,1977,0.0019548,14.096,53.2193,Baseline
2026,50,1976,0.0020617,14.4626,54.2091,Baseline
2026,51,1975,0.0023472,13.5535,51.7234,Baseline
2026,52,1974,0.0023187,15.0996,55.8888,Baseline
2026,53,1973,0.0026109,14.4067,54.0591,Baseline
2026,54,1972,0.0029939,13.3797,51.2361,Baseline
2026,55,1971,0.0030435,14.3989,54.0382,Baseline
2026,56,1970,0.0032136,14.7286,54.9167,Baseline
2026,57,1969,0.0037999,13.0805,50.3879,Baseline
2026,58,1968,0.0039991,13.4251,51.3639,Baseline
2026,59,1967,0.0045533,12.4121,48.4509,Baseline
2026,60,1966,0.0048396,12.6446,49.1314,Baseline
2026,61,1965,0.0050339,13.3369,51.1155,Baseline
2026,62,1964,0.005372,13.6811,52.0785,Baseline
2026,63,1963,0.0061232,12.9755,50.0878,Baseline
2026,64,1962,0.0062795,14.1468,53.3573,Baseline
2026,65,1961,0.0066243,14.7961,55.0948,Baseline
2026,66,1960,0.0071755,14.898,55.3625,Baseline
2026,67,1959,0.0078891,14.5921,54.5547,Baseline
2026,68,1958,0.0083368,14.8006,55.1066,Baseline
2026,69,1957,0.0092889,13.9892,52.9278,Baseline
2026,70,1956,0.0107665,12.4509,48.5651,Baseline
2027,20,2007,0.0003919,18.5067,70.7093,Baseline
2027,21,2006,0.0004009,18.8501,71.4419,Baseline
2027,22,2005,0.0004121,18.8336,71.4071,Baseline
2027,23,2004,0.000387,19.9388,73.6651,Baseline
2027,24,2003,0.0004671,17.6458,68.8028,Baseline
2027,25,2002,0.0004335,18.9422,71.636,Baseline
2027,26,2001,0.0004189,19.6773,73.1447,Baseline
2027,27,2000,0.0004157,20.0092,73.8036,Baseline
2027,28,1999,0.0005012,17.6571,68.8285,Baseline
2027,29,1998,0.00048,18.3676,70.408,Baseline
2027,30,1997,0.0005336,17.0152,67.3419,Baseline
2027,31,1996,0.0004725,18.7964,71.3285,Baseline
2027,32,1995,0.0005499,16.8962,67.0599,Baseline
2027,33,1994,0.0005278,17.7406,69.0178,Baseline
2027,34,1993,0.0006116,16.0895,65.0942,Baseline
2027,35,1992,0.0006285,16.2204,65.4197,Baseline
2027,36,1991,0.0007489,14.3719,60.5816,Baseline
2027,37,1990,0.0007522,15.0266,62.3557,Baseline
2027,38,1989,0.0007821,15.2585,62.9681,Baseline
2027,39,1988,0.0008183,15.4476,63.461,Baseline
2027,40,1987,0.0008673,15.4804,63.546,Baseline
2027,41,1986,0.0009278,15.3866,63.3027,Baseline
2027,42,1985,0.0011058,13.7459,58.8207,Baseline
2027,43,1984,0.0011126,14.5083,60.9571,Baseline
2027,44,1983,0.0013914,12.1293,53.9674,Baseline
2027,45,1982,0.0015718,11.2099,51.001,Baseline
2027,46,1981,0.0015508,12.3073,54.5241,Baseline
2027,47,1980,0.0016364,12.4596,54.996,Baseline
2027,48,1979,0.0017297,12.6376,55.5423,Baseline
2027,49,1978,0.0019406,12.0004,53.5607,Baseline
2027,50,1977,0.0020443,12.33,54.5947,Baseline
2027,51,1976,0.0023385,11.4843,51.9025,Baseline
2027,52,1975,0.0022903,12.9304,56.4287,Baseline
2027,53,1974,0.0025871,12.2926,54.4785,Baseline
2027,54,1973,0.0029801,11.3495,51.4614,Baseline
2027,55,1972,0.003009,12.3185,54.559,Baseline
2027,56,1971,0.0031699,12.6334,55.5294,Baseline
2027,57,1970,0.003781,11.0999,50.6355,Baseline
2027,58,1969,0.0039694,11.43,51.7253,Baseline
2027,59,1968,0.0045448,10.4837,48.5468,Baseline
2027,60,1967,0.0048114,10.7408,49.427,Baseline
2027,61,1966,0.0049888,11.3777,51.554,Baseline
2027,62,1965,0.0053113,11.7059,52.6205,Baseline
2027,63,1964,0.0060836,11.0325,50.4107,Baseline
2027,64,1963,0.0062018,12.1187,53.9343,Baseline
2027,65,1962,0.0065241,12.7137,55.7742,Baseline
2027,66,1961,0.0070614,12.8119,56.0718,Baseline
2027,67,1960,0.0077732,12.5331,55.2223,Baseline
2027,68,1959,0.0081675,12.7942,56.0184,Baseline
2027,69,1958,0.0091169,12.0758,53.7991,Baseline
2027,70,1957,0.0106212,10.6914,49.259,Baseline
2028,20,2008,0.0003895,16.1609,70.8844,Baseline
2028,21,2007,0.0004009,16.3922,71.4419,Baseline
2028,22,2006,0.0004121,16.3776,71.4071,Baseline
2028,23,2005,0.0003826,17.491,73.968,Baseline
2028,24,2004,0.0004671,15.3298,68.8028,Baseline
2028,25,2003,0.0004332,16.4811,71.6539,Baseline
2028,26,2002,0.000414,17.2623,73.4586,Baseline
2028,27,2001,0.0004112,17.5459,74.0889,Baseline
2028,28,2000,0.0005012,15.3397,68.8285,Baseline
2028,29,1999,0.0004774,16.0324,70.5705,Baseline
2028,30,1998,0.0005334,14.7789,67.354,Baseline
2028,31,1997,0.0004654,16.526,71.7603,Baseline
2028,32,1996,0.0005436,14.8105,67.4388,Baseline
2028,33,1995,0.0005201,15.5889,69.4651,Baseline
2028,34,1994,0.0006048,14.0988,65.4862,Baseline
2028,35,1993,0.0006201,14.2403,65.882,Baseline
2028,36,1992,0.0007442,12.5307,60.8268,Baseline
2028,37,1991,0.0007469,13.1154,62.6234,Baseline
2028,38,1990,0.0007723,13.3866,63.4324,Baseline
2028,39,1989,0.0008066,13.5753,63.9864,Baseline
2028,40,1988,0.0008529,13.6315,64.15,Baseline
2028,41,1987,0.0009127,13.545,63.8979,Baseline
2028,42,1986,0.0010978,11.9953,59.1172,Baseline
2028,43,1985,0.0010982,12.7354,61.4638,Baseline
2028,44,1984,0.0013904,10.5005,54.0014,Baseline
2028,45,1983,0.0015718,9.6889,51.001,Baseline
2028,46,1982,0.0015467,10.6803,54.6446,Baseline
2028,47,1981,0.0016232,10.8828,55.3592,Baseline
2028,48,1980,0.0017102,11.0795,56.0446,Baseline
2028,49,1979,0.0019264,10.4723,53.8998,Baseline
2028,50,1978,0.0020271,10.7742,54.977,Baseline
2028,51,1977,0.0023298,9.976,52.0809,Baseline
2028,52,1976,0.0022622,11.3471,56.962,Baseline
2028,53,1975,0.0025635,10.7507,54.8941,Baseline
2028,54,1974,0.0029663,9.8703,51.6856,Baseline
2028,55,1973,0.0029749,10.8016,55.0738,Baseline
2028,56,1972,0.0031269,11.1053,56.1337,Baseline
2028,57,1971,0.0037621,9.6576,50.8818,Baseline
2028,58,1970,0.0039399,9.9768,52.0839,Baseline
2028,59,1969,0.0045363,9.0804,48.6425,Baseline
2028,60,1968,0.0047835,9.3556,49.7208,Baseline
2028,61,1967,0.004944,9.9512,51.9885,Baseline
2028,62,1966,0.0052512,10.2674,53.1563,Baseline
2028,63,1965,0.0060442,9.6181,50.7315,Baseline
2028,64,1964,0.0061251,10.6409,54.5041,Baseline
2028,65,1963,0.0064254,11.1952,56.4434,Baseline
2028,66,1962,0.0069492,11.2906,56.7698,Baseline
2028,67,1961,0.007659,11.0321,55.8801,Baseline
2028,68,1960,0.0080016,11.3322,56.9116,Baseline
2028,69,1959,0.0089482,10.6831,54.6543,Baseline
2028,70,1958,0.010478,9.413,49.9435,Baseline
2029,20,2009,0.0003872,14.3574,71.0585,Baseline
2029,21,2008,0.0004009,14.5,71.4419,Baseline
2029,22,2007,0.0004121,14.487,71.4071,Baseline
2029,23,2006,0.0003782,15.6062,74.2673,Baseline
2029,24,2005,0.0004671,13.5501,68.8028,Baseline
2029,25,2004,0.0004329,14.5863,71.6717,Baseline
2029,26,2003,0.0004091,15.4035,73.7689,Baseline
2029,27,2002,0.0004067,15.6488,74.3711,Baseline
2029,28,2001,0.0005012,13.559,68.8285,Baseline
2029,29,2000,0.0004748,14.2372,70.7321,Baseline
2029,30,1999,0.0005332,13.0622,67.3661,Baseline
2029,31,1998,0.0004583,14.7815,72.1856,Baseline
2029,32,1997,0.0005374,13.212,67.8132,Baseline
2029,33,1996,0.0005126,13.9383,69.9061,Baseline
2029,34,1995,0.000598,12.5749,65.8738,Baseline
2029,35,1994,0.0006119,12.7245,66.3382,Baseline
2029,36,1993,0.0007396,11.1239,61.0705,Baseline
2029,37,1992,0.0007416,11.6538,62.8891,Baseline
2029,38,1991,0.0007626,11.9556,63.891,Baseline
2029,39,1990,0.000795,12.1439,64.5043,Baseline
2029,40,1989,0.0008388,12.2183,64.7441,Baseline
2029,41,1988,0.0008979,12.1375,64.4835,Baseline
2029,42,1987,0.0010899,10.6591,59.4115,Baseline
2029,43,1986,0.0010839,11.3815,61.964,Baseline
2029,44,1985,0.0013894,9.2591,54.0355,Baseline
2029,45,1984,0.0015718,8.5311,51.001,Baseline
2029,46,1983,0.0015426,9.4404,54.7648,Baseline
2029,47,1982,0.0016101,9.6815,55.7194,Baseline
2029,48,1981,0.0016908,9.8928,56.5413,Baseline
2029,49,1980,0.0019123,9.3088,54.2363,Baseline
2029,50,1979,0.00201,9.5892,55.3561,Baseline
2029,51,1978,0.0023211,8.8279,52.2587,Baseline
2029,52,1977,0.0022346,10.1407,57.4888,Baseline
2029,53,1976,0.0025401,9.5765,55.306,Baseline
2029,54,1975,0.0029526,8.7447,51.9088,Baseline
2029,55,1974,0.0029412,9.6467,55.5828,Baseline
2029,56,1973,0.0030844,9.9417,56.7299,Baseline
2029,57,1972,0.0037433,8.5605,51.1269,Baseline
2029,58,1971,0.0039106,8.8713,52.4399,Baseline
2029,59,1970,0.0045279,8.0134,48.738,Baseline
2029,60,1969,0.0047557,8.3026,50.0129,Baseline
2029,61,1968,0.0048997,8.8663,52.4192,Baseline
2029,62,1967,0.0051918,9.1732,53.6861,Baseline
2029,63,1966,0.0060051,8.5426,51.0503,Baseline
2029,64,1965,0.0060494,9.5162,55.0669,Baseline
2029,65,1964,0.0063282,10.039,57.1024,Baseline
2029,66,1963,0.0068388,10.1322,57.4567,Baseline
2029,67,1962,0.0075465,9.8894,56.5282,Baseline
2029,68,1961,0.0078391,10.2197,57.7867,Baseline
2029,69,1960,0.0087826,9.6241,55.4937,Baseline
2029,70,1959,0.0103366,8.4422,50.6187,Baseline
2030,20,2010,0.0003849,12.9278,71.2316,Baseline
2030,21,2009,0.0004009,12.9988,71.4419,Baseline
2030,22,2008,0.0004121,12.987,71.4071,Baseline
2030,23,2007,0.0003738,14.1105,74.5633,Baseline
2030,24,2006,0.0004671,12.1401,68.8028,Baseline
2030,25,2005,0.0004326,13.0829,71.6896,Baseline
2030,26,2004,0.0004043,13.929,74.0755,Baseline
2030,27,2003,0.0004023,14.1431,74.6502,Baseline
2030,28,2002,0.0005012,12.1482,68.8285,Baseline
2030,29,2001,0.0004722,12.8144,70.8927,Baseline
2030,30,2000,0.000533,11.7031,67.3781,Baseline
2030,31,1999,0.0004514,13.3996,72.6045,Baseline
2030,32,1998,0.0005312,11.948,68.1834,Baseline
2030,33,1997,0.0005052,12.6322,70.3406,Baseline
2030,34,1996,0.0005913,11.371,66.257,Baseline
2030,35,1995,0.0006037,11.5271,66.7882,Baseline
2030,36,1994,0.000735,10.0141,61.3126,Baseline
2030,37,1993,0.0007363,10.5001,63.153,Baseline
2030,38,1992,0.0007531,10.8262,64.3438,Baseline
2030,39,1991,0.0007835,11.0142,65.0147,Baseline
2030,40,1990,0.0008249,11.1032,65.3283,Baseline
2030,41,1989,0.0008834,11.0269,65.0596,Baseline
2030,42,1988,0.0010821,9.6058,59.7038,Baseline
2030,43,1987,0.0010698,10.314,62.4578,Baseline
2030,44,1986,0.0013884,8.2818,54.0695,Baseline
2030,45,1985,0.0015718,7.6203,51.001,Baseline
